MonthlyCharges,tenure,TotalCharges,Churn_Yes
39.6,60,2424.5,False
94.4,4,387.2,True
89.85,71,6293.45,False
78.95,37,2839.65,True
98.85,32,3145.9,False
53.85,39,2200.7,False
24.25,38,914.4,False
89.45,52,4577.75,False
105.25,48,4997.5,False
59.5,70,4144.8,False
70.55,20,1493.55,False
82.5,50,4179.1,False
44.85,19,893.55,True
61.6,25,1611.0,False
49.05,12,593.05,False
105.65,39,4284.8,True
74.65,7,544.55,True
66.25,23,1533.8,False
19.4,27,529.8,False
86.05,47,3865.6,False
19.15,26,515.75,False
64.7,14,941.0,True
104.05,11,1133.65,True
19.25,2,48.35,False
81.95,26,2070.05,False
114.65,72,8333.95,False
20.0,63,1209.25,False
19.8,71,1396.25,False
65.15,11,723.35,False
19.65,14,228.65,False
88.95,13,1161.75,False
20.2,6,98.35,False
75.2,11,775.3,False
56.8,18,1074.65,False
35.55,1,35.55,True
75.5,32,2324.7,False
35.6,29,1072.6,False
60.25,3,170.5,False
95.15,2,196.9,True
96.65,13,1162.85,True
40.35,41,1677.85,False
18.85,1,18.85,False
54.85,7,370.4,False
64.3,52,3410.6,False
24.65,45,1138.8,False
76.1,70,5264.25,False
18.7,53,1005.7,False
97.95,62,5936.55,False
94.1,60,5475.9,False
80.4,3,224.05,True
95.1,23,2326.05,False
31.35,1,31.35,True
72.35,67,4991.5,False
89.75,12,1052.4,True
82.7,71,5831.2,False
19.9,25,510.8,False
53.8,5,283.95,False
51.55,26,1295.4,False
19.65,1,19.65,False
44.05,70,3011.65,False
114.0,72,8093.15,False
94.4,60,5610.25,True
100.4,32,3217.65,False
19.85,1,19.85,True
54.25,14,773.2,False
80.0,13,1029.35,False
109.9,6,669.45,True
79.2,46,3593.8,False
101.35,15,1553.95,True
94.3,43,3953.15,False
49.8,39,1971.15,False
60.05,21,1236.15,True
53.75,57,3196.0,False
93.45,53,4872.2,False
87.9,18,1500.5,False
60.15,1,60.15,True
61.05,58,3478.75,False
104.05,71,7413.55,False
99.25,35,3532.0,False
85.7,3,256.75,False
104.85,38,3887.25,False
69.15,35,2490.15,False
90.45,7,593.45,True
74.45,47,3510.3,False
50.45,14,765.45,False
60.0,20,1259.35,False
85.25,66,5538.35,False
19.45,15,340.85,False
20.75,42,844.45,False
78.9,17,1348.95,False
104.5,37,3778.0,False
49.4,12,611.65,False
94.25,53,4867.95,True
25.0,60,1505.05,False
25.55,18,467.85,False
74.9,1,74.9,True
70.15,3,194.2,False
69.4,9,571.45,False
80.25,1,80.25,True
93.15,56,5253.95,False
69.0,17,1149.65,True
66.35,11,740.8,True
69.55,7,521.35,False
20.2,69,1412.65,False
86.0,19,1532.45,True
80.3,3,250.05,True
20.4,54,1090.6,False
23.75,62,1446.8,False
90.55,24,2282.55,True
70.45,62,4300.45,False
65.75,17,1111.2,False
24.6,9,190.1,False
69.25,64,4447.75,False
75.9,2,143.35,True
45.85,1,45.85,True
49.95,16,810.2,True
24.65,72,1830.05,False
90.4,30,2820.65,False
100.85,49,4847.35,False
75.35,61,4729.3,False
87.2,47,4017.45,False
64.4,20,1398.6,False
78.3,34,2564.3,True
24.7,70,1685.9,False
105.85,54,5826.65,False
98.3,61,6066.55,False
76.95,3,228.4,True
19.45,13,270.2,False
96.15,16,1529.2,True
58.7,3,168.6,False
20.15,25,536.35,False
64.5,30,1888.45,False
28.5,21,629.35,False
45.3,1,45.3,True
19.4,15,289.3,True
90.45,23,2117.25,False
105.15,45,4730.9,False
83.15,24,2033.05,False
90.15,11,987.95,True
45.05,1,45.05,True
103.2,56,5744.35,False
75.8,1,75.8,True
19.45,1,19.45,False
79.3,7,523.15,True
88.8,55,4805.3,False
30.9,2,59.05,True
85.9,72,6110.75,False
34.2,45,1596.6,False
20.15,47,1046.2,False
95.25,46,4424.2,True
50.3,2,92.75,False
80.15,2,194.55,False
51.25,12,612.1,False
89.6,68,6127.6,True
95.2,69,6671.7,False
94.8,56,5264.3,False
80.25,4,303.7,False
76.1,64,4818.8,False
110.15,59,6448.05,True
115.55,62,7159.05,False
24.65,63,1574.5,False
53.6,53,2879.2,False
19.45,5,86.05,False
88.2,49,4159.45,False
101.15,62,6638.35,False
56.8,55,3112.05,False
99.4,71,7168.25,False
20.1,72,1326.25,False
60.7,36,2234.55,False
20.95,25,495.15,False
114.85,72,8317.95,False
19.25,36,679.8,False
62.8,1,62.8,False
105.5,72,7544.0,False
19.85,59,1188.25,False
89.5,7,676.7,True
74.1,1,74.1,False
107.5,30,3242.5,False
19.55,64,1240.15,False
68.8,63,4111.35,False
84.45,72,5899.85,False
75.0,8,632.95,True
84.5,62,5193.2,False
111.2,67,7530.8,False
44.75,6,270.95,True
80.6,70,5460.2,False
80.7,20,1614.2,False
75.6,5,402.5,False
57.6,24,1367.75,False
44.05,11,483.7,True
110.6,72,7962.2,False
58.2,66,3810.8,False
81.0,45,3533.6,False
19.7,69,1396.9,False
85.6,15,1345.55,True
59.55,28,1646.45,False
115.55,70,8127.6,True
75.55,36,2680.15,False
86.6,16,1281.0,True
85.2,18,1553.9,True
97.65,34,3207.55,True
45.1,42,2049.05,False
70.95,48,3629.2,False
109.55,47,5124.55,True
89.55,39,3474.45,True
20.9,11,202.3,False
19.95,7,147.5,False
24.6,3,86.35,False
66.7,8,579.0,False
19.45,1,19.45,True
94.8,32,3131.55,False
65.85,60,3928.3,False
19.95,10,187.75,False
24.65,71,1710.15,False
20.35,4,76.35,True
69.25,1,69.25,True
51.25,43,2151.6,False
99.5,59,5961.1,True
54.25,23,1221.55,False
19.4,72,1496.45,False
56.25,22,1292.2,False
25.15,1,25.15,False
23.95,69,1713.1,False
35.4,50,1748.9,False
25.2,1,25.2,True
45.0,2,96.45,True
75.35,15,1114.55,False
20.4,31,609.1,False
20.15,1,20.15,True
105.0,66,7133.25,True
54.7,3,169.45,True
20.0,8,141.6,False
73.05,64,4688.65,False
20.5,28,563.05,False
100.75,57,5985.0,False
87.25,14,1258.6,True
19.95,19,373.5,False
79.95,10,857.2,True
49.65,51,2553.35,False
65.65,67,4322.85,False
20.45,11,250.8,False
60.95,72,4549.05,False
20.35,66,1359.5,False
88.35,18,1639.3,True
19.5,9,178.85,False
75.2,9,633.85,False
111.45,48,5315.1,False
70.15,10,735.5,False
94.75,9,889.9,True
95.05,13,1290.0,True
78.45,4,330.05,True
70.2,4,237.95,True
92.0,72,6474.4,False
85.5,51,4421.95,False
41.05,59,2452.7,True
85.6,10,813.85,True
82.15,61,4904.85,False
84.4,54,4484.05,False
60.9,33,2033.85,False
20.25,27,538.2,False
79.2,1,79.2,True
95.3,23,2192.9,False
19.85,1,19.85,False
84.35,45,3858.05,False
19.85,39,854.8,False
70.0,5,347.4,True
82.3,72,5815.15,False
66.8,58,3970.4,False
44.6,70,3058.15,False
98.45,61,6145.2,False
70.7,2,129.2,False
24.95,46,1165.9,False
49.95,1,49.95,True
69.25,22,1554.0,True
102.5,48,4904.25,False
86.55,64,5632.55,False
24.3,72,1643.25,False
58.35,12,740.55,False
94.25,34,3217.55,True
68.75,72,4888.2,False
85.8,29,2440.25,False
20.1,33,620.55,False
20.35,1,20.35,False
110.8,62,6840.95,False
73.0,41,3001.2,True
100.05,64,6254.2,True
82.85,4,319.6,False
84.35,24,1938.05,False
19.55,14,294.5,False
19.95,3,58.3,False
99.8,4,442.85,True
35.0,18,553.0,True
66.25,8,546.45,False
23.3,35,797.1,False
76.0,1,76.0,True
25.3,66,1673.8,False
44.55,8,343.45,False
104.1,71,7412.25,False
92.55,43,4039.0,False
93.85,2,170.85,True
101.45,29,2948.6,False
84.3,15,1308.4,True
94.55,65,6078.75,False
95.5,35,3418.2,False
100.3,64,6603.8,False
55.5,58,3166.9,False
49.85,18,865.75,False
89.55,67,6373.1,False
19.15,63,1177.05,False
99.8,60,5985.75,False
84.4,9,732.5,True
113.05,70,7869.05,False
101.1,15,1504.05,True
19.95,48,936.7,False
74.15,12,741.4,False
92.0,71,6585.2,False
73.85,44,3122.4,False
50.45,1,50.45,True
24.45,45,1088.25,False
24.8,23,615.35,False
64.85,43,2908.2,False
20.75,35,739.9,False
68.95,9,593.85,False
99.95,12,1132.75,True
109.4,65,7227.45,False
91.4,2,193.6,True
49.0,27,1291.35,False
50.25,40,2023.55,False
75.55,5,349.65,True
19.9,8,153.95,False
97.8,58,5458.8,False
100.3,52,5244.45,False
55.8,3,154.55,False
111.15,41,4507.15,False
98.55,20,2031.95,False
50.05,1,50.05,False
80.8,4,332.45,True
20.85,23,473.9,False
19.5,6,106.8,False
19.35,8,152.6,False
69.5,18,1199.4,False
48.8,52,2555.05,False
94.5,31,2979.2,False
20.65,29,654.85,False
106.05,36,3834.4,False
100.0,16,1534.75,True
108.3,42,4586.15,False
20.55,1,20.55,True
99.65,60,5941.05,False
85.3,5,424.15,True
95.9,22,2234.95,False
20.0,36,666.75,False
70.4,4,281.0,True
64.95,9,547.8,False
74.6,1,74.6,False
49.2,12,571.15,False
73.75,23,1756.6,False
92.3,62,5731.45,False
98.8,37,3475.55,True
19.2,8,156.85,False
88.65,31,2683.2,False
74.4,13,896.75,True
98.75,24,2407.3,True
95.95,45,4456.65,False
105.4,69,6998.95,False
20.25,2,36.8,False
106.0,61,6547.7,True
104.7,41,4346.4,True
49.05,44,2265.0,False
35.55,39,1309.15,False
65.1,72,4754.3,False
96.85,13,1235.55,False
69.75,51,3562.5,False
99.2,71,7213.75,False
96.7,22,2082.95,True
55.05,2,102.75,True
106.8,56,5914.4,False
51.25,1,51.25,False
57.75,23,1282.85,False
70.85,66,4738.85,False
19.55,1,19.55,False
88.2,19,1775.8,True
79.5,11,795.65,False
19.75,8,145.0,True
98.15,52,4993.4,False
20.25,3,61.45,False
79.15,51,4018.55,False
75.65,15,1146.65,True
94.25,64,6081.4,False
40.2,37,1478.85,False
19.95,13,243.65,False
55.35,49,2633.95,False
102.15,45,4735.35,False
71.1,18,1247.75,False
74.7,1,74.7,True
54.1,68,3794.5,False
19.65,54,1008.7,False
88.45,23,2130.55,False
76.65,17,1313.55,True
80.4,71,5727.15,False
19.25,67,1372.9,False
84.8,14,1203.9,False
25.8,1,25.8,True
19.5,63,1215.1,False
68.6,41,2877.05,False
92.6,17,1579.7,False
100.55,56,5514.95,False
20.55,5,96.1,False
42.6,2,72.4,True
19.6,3,55.25,False
67.45,37,2443.3,False
68.85,29,1970.5,True
43.55,8,335.4,False
109.85,63,7002.95,False
20.65,7,158.95,False
95.4,3,293.15,False
21.0,72,1493.75,False
56.2,19,1093.4,False
18.4,59,1057.85,False
90.0,2,190.05,True
25.75,35,882.55,False
19.6,14,300.4,False
75.35,14,1025.95,True
19.8,69,1436.95,False
64.2,7,475.0,False
75.75,69,5388.15,False
78.95,72,5730.15,False
100.85,8,819.55,True
50.3,4,217.1,False
80.3,63,4896.35,False
19.85,72,1434.1,False
21.1,46,937.1,False
69.95,5,330.15,True
50.0,30,1474.9,False
104.75,63,6536.5,False
19.85,60,1128.1,False
107.5,63,6873.75,True
85.9,25,2199.05,False
45.85,1,45.85,True
80.8,6,457.1,False
25.25,22,566.5,False
80.55,31,2471.6,False
81.5,39,3107.3,False
20.9,26,518.3,False
106.1,53,5769.75,True
91.7,1,91.7,True
67.25,12,832.3,False
95.6,16,1555.65,True
20.35,2,45.3,False
45.05,39,1790.6,False
74.95,1,74.95,True
34.65,7,246.6,False
69.35,4,261.65,False
95.35,10,898.35,True
81.55,55,4509.5,False
75.4,72,5480.25,False
67.8,10,653.15,False
111.4,11,1183.05,False
46.3,15,639.45,False
20.4,23,478.75,False
20.05,1,20.05,False
45.0,3,127.1,True
96.1,47,4391.45,False
19.65,15,270.6,False
99.5,66,6710.5,True
60.65,68,3975.9,False
98.6,17,1704.95,True
59.5,7,415.95,True
80.45,12,950.2,True
71.7,21,1497.05,False
36.0,21,780.15,False
65.2,56,3512.15,False
48.95,6,273.25,False
53.5,65,3517.9,False
80.45,42,3375.9,False
109.05,68,7508.55,False
26.3,48,1245.05,False
106.8,50,5347.95,False
64.95,7,493.65,False
19.35,63,1263.85,False
21.1,17,385.55,False
77.95,42,3384.0,True
18.85,4,84.2,False
26.0,62,1638.7,False
74.7,2,165.4,True
70.35,2,120.25,False
96.9,48,4473.45,False
19.55,27,520.55,False
80.4,70,5717.85,False
88.8,1,88.8,True
94.65,46,4312.5,False
90.25,30,2755.35,True
64.65,15,994.55,True
95.75,69,6511.25,False
19.55,65,1218.65,False
104.1,72,7447.7,False
89.05,13,1169.35,True
20.1,17,279.5,False
111.55,51,5720.35,False
60.5,51,3121.45,False
90.95,72,6468.6,False
87.4,67,5918.8,True
19.7,34,675.6,False
50.95,67,3521.7,False
20.05,49,923.1,False
19.4,53,1110.35,False
59.45,27,1611.65,False
94.75,23,2293.6,True
81.5,69,5553.25,False
29.05,2,44.75,False
86.45,35,3029.1,True
70.6,46,3231.05,False
97.2,54,5129.45,False
98.25,56,5508.35,True
75.75,9,655.9,True
59.2,20,1191.2,False
75.9,11,866.4,False
90.05,30,2627.2,False
70.95,68,4741.45,False
102.6,38,4009.2,False
85.35,17,1463.45,True
106.1,48,5082.8,True
43.8,1,43.8,False
59.0,63,3707.6,False
69.95,3,220.45,False
24.35,48,1133.7,False
29.45,66,1983.15,False
84.4,68,5746.75,False
45.05,17,770.6,True
20.65,7,134.05,False
87.1,72,6230.1,False
19.85,29,573.05,False
90.35,37,3419.3,False
109.8,34,3587.25,True
84.65,42,3541.35,True
65.5,59,3801.3,False
79.5,11,868.5,True
80.95,60,4859.1,False
56.15,27,1439.35,False
85.8,1,85.8,True
79.1,1,79.1,True
34.4,17,592.75,False
20.75,58,1185.95,False
18.8,1,18.8,False
44.3,3,134.5,True
90.8,53,4921.2,False
25.6,35,901.25,False
105.95,50,5341.8,True
70.8,68,4859.95,False
25.4,47,1139.2,False
108.8,65,7082.45,False
69.75,5,324.6,True
94.65,51,4812.75,True
96.05,46,4399.5,True
76.85,9,663.55,False
20.25,8,174.65,False
24.8,14,321.7,False
115.65,45,5125.5,False
74.6,8,548.9,False
50.15,1,50.15,True
103.15,66,7031.3,False
72.1,72,5016.65,False
113.6,41,4594.95,True
25.1,23,611.45,False
78.9,29,2384.15,True
80.15,4,319.85,False
25.4,6,153.3,False
105.4,67,7035.6,False
45.75,7,344.2,False
24.45,56,1431.65,False
25.0,72,1849.2,False
85.25,72,6083.1,False
19.6,23,426.65,False
50.15,35,1655.35,False
70.55,27,1943.9,False
60.05,26,1616.15,True
26.4,12,314.95,False
20.15,40,804.85,False
58.85,7,465.7,False
97.55,70,6669.05,False
19.65,60,1161.75,False
25.25,39,947.75,False
114.45,72,8375.05,False
34.7,1,34.7,True
70.7,54,3770.0,False
85.3,3,264.8,True
75.55,63,4707.85,False
84.8,71,6152.4,False
20.65,42,958.1,False
20.45,47,943.0,False
102.45,66,6615.15,True
104.4,21,2200.25,True
35.65,11,425.1,False
99.75,1,99.75,True
90.45,55,5044.8,False
97.65,69,6743.55,False
73.85,3,196.4,False
74.4,4,299.7,True
69.1,30,2093.9,False
82.75,5,417.75,False
24.4,71,1725.4,False
55.25,29,1620.2,False
61.35,52,3169.55,False
76.75,68,5233.25,False
19.4,46,967.85,False
54.75,8,438.05,False
19.7,72,1421.9,False
19.9,17,323.15,False
107.95,3,318.6,False
83.8,2,163.7,False
74.25,9,639.65,True
56.4,51,2928.5,False
20.1,6,100.35,False
94.9,3,273.2,False
94.2,17,1608.15,False
49.9,30,1441.95,False
71.05,31,2168.15,False
81.65,45,3618.7,False
89.45,64,5692.65,False
59.85,1,59.85,True
69.6,1,69.6,True
99.0,61,5969.3,False
19.05,1,19.05,False
45.4,9,418.8,True
114.45,72,8100.55,False
19.5,1,19.5,True
44.25,7,313.45,False
90.55,66,6130.95,False
69.9,1,69.9,True
20.4,40,745.3,False
71.4,16,1212.1,False
87.15,2,183.75,True
24.85,67,1583.5,False
104.45,41,4162.05,False
19.8,56,1119.9,False
116.45,72,8013.55,False
84.75,3,264.85,True
20.05,54,1102.4,False
110.75,52,5832.0,False
89.7,50,4304.5,False
89.95,14,1178.4,True
48.7,27,1421.75,False
96.6,72,6827.5,False
74.3,62,4698.05,False
54.3,12,654.5,False
74.85,44,3268.05,False
79.95,54,4362.05,False
20.05,68,1386.9,False
19.4,20,415.4,False
54.9,50,2614.1,False
24.45,58,1513.6,False
89.65,35,3161.6,False
45.4,2,80.95,False
75.7,63,4676.7,False
110.65,58,6526.65,False
20.55,27,583.3,False
115.15,71,8078.1,False
58.55,63,3503.5,False
93.25,71,6669.45,False
113.2,41,4689.5,True
90.5,13,1201.15,True
79.0,2,143.65,True
19.35,68,1292.65,False
48.75,1,48.75,False
109.05,65,7108.2,False
25.0,72,1802.55,False
54.9,28,1505.15,False
24.75,72,1859.1,False
91.15,2,168.5,False
20.15,18,390.85,True
104.35,60,6339.45,False
66.05,26,1652.4,False
71.65,1,71.65,True
20.35,4,77.5,True
92.2,68,6392.85,False
84.25,38,3264.5,True
105.2,42,4599.15,False
19.6,57,1134.25,False
30.4,54,1621.35,False
78.1,12,947.3,True
61.5,44,2722.2,False
69.4,42,3058.3,False
24.75,72,1769.6,False
91.05,71,6293.75,False
89.65,19,1761.05,True
73.65,23,1642.75,False
19.4,30,578.5,False
26.2,35,954.9,False
98.7,10,973.25,True
43.85,1,43.85,False
69.7,22,1490.4,False
38.55,7,280.0,False
53.1,36,1901.25,False
20.65,34,716.4,False
64.45,72,4720.0,False
25.1,36,930.95,False
76.35,1,76.35,True
79.15,23,1676.95,True
85.0,32,2642.05,True
95.15,71,6770.85,False
79.35,23,1835.3,False
96.65,17,1588.25,False
75.5,1,75.5,False
19.7,12,258.35,False
20.5,72,1502.25,False
19.2,1,19.2,False
98.35,72,6929.4,False
74.35,60,4453.3,False
51.35,61,3244.4,False
45.65,6,323.45,False
85.3,32,2661.1,True
86.55,31,2697.4,True
73.85,19,1424.5,True
20.3,72,1401.15,False
54.2,32,1739.6,False
90.65,65,5931.0,False
50.9,45,2333.85,False
25.05,42,949.85,False
74.85,8,572.45,False
20.5,32,696.8,False
63.55,22,1381.8,False
44.85,57,2572.95,True
47.95,1,47.95,False
45.1,1,45.1,True
45.0,1,45.0,False
96.0,24,2122.45,True
20.05,1,20.05,True
90.05,54,4931.8,False
25.3,4,116.95,False
108.65,65,6937.95,True
24.3,56,1261.7,False
75.95,45,3273.8,False
19.7,71,1415.85,False
66.4,59,3958.2,False
35.75,69,2492.25,False
18.8,19,279.2,False
19.4,55,1083.0,False
19.3,38,755.5,False
45.55,10,402.6,True
67.45,47,3252.0,False
35.1,2,68.75,True
46.2,1,46.2,True
45.15,1,45.15,True
43.3,1,43.3,True
20.1,46,936.85,False
57.15,38,2250.65,True
58.9,65,3857.1,False
73.2,19,1441.1,True
85.35,52,4338.6,True
19.45,71,1378.45,False
45.95,1,45.95,True
50.5,52,2566.3,False
25.1,6,171.0,False
60.7,26,1597.4,False
99.0,48,4744.35,False
104.4,64,6721.6,False
83.75,3,247.25,True
44.05,1,44.05,False
24.1,72,1734.65,False
45.55,1,45.55,False
93.8,51,4539.35,False
19.7,41,804.25,False
70.65,72,5011.15,False
86.45,43,3574.5,False
114.1,72,8086.4,False
95.2,47,4563.0,False
88.55,72,6362.35,False
20.75,3,67.1,False
70.05,1,70.05,True
86.0,2,165.45,True
44.65,26,1156.55,False
60.2,29,1834.15,False
100.5,35,3653.35,True
55.45,27,1477.65,False
70.3,24,1706.45,False
60.4,67,3953.7,False
72.65,16,1194.3,True
55.8,23,1327.85,False
31.1,14,419.7,False
21.0,1,21.0,True
45.1,1,45.1,True
50.95,4,207.35,False
69.1,16,1083.7,False
43.95,46,2007.85,False
86.5,68,5882.75,False
69.95,38,2657.55,False
50.4,30,1527.5,True
78.95,5,378.4,True
90.95,17,1612.2,False
19.9,4,76.65,False
20.15,12,260.7,False
90.6,72,6441.85,False
92.0,3,266.8,False
94.45,56,5124.6,True
24.85,41,962.25,False
36.0,40,1382.9,False
78.5,7,571.05,False
19.95,69,1399.35,False
20.65,7,150.0,False
30.5,5,167.2,False
106.1,72,7657.4,False
20.5,44,865.05,False
95.5,65,6153.85,False
64.6,3,174.2,False
51.1,24,1269.6,False
84.8,44,3862.55,True
89.1,72,6352.4,False
54.95,24,1348.5,False
50.9,1,50.9,True
20.45,22,471.55,False
85.95,70,5931.75,False
60.35,25,1404.65,False
19.8,37,726.1,False
85.35,22,1961.6,False
72.1,59,4194.85,False
99.8,49,4872.45,True
107.35,47,5118.95,True
19.55,31,658.95,True
81.05,1,81.05,False
20.5,3,76.95,False
111.8,53,5809.75,False
20.2,1,20.2,False
19.7,20,415.9,False
79.1,3,246.5,True
19.85,51,996.95,False
60.5,51,3145.15,False
19.55,13,265.3,False
20.9,1,20.9,False
21.05,1,21.05,False
71.5,63,4576.3,False
54.65,3,189.1,False
19.2,46,908.15,False
49.8,1,49.8,False
25.5,8,215.2,True
20.5,71,1500.95,False
90.4,55,5099.15,False
90.25,70,6385.95,False
80.75,2,159.45,True
104.6,67,6885.75,False
91.85,65,5940.85,True
50.2,14,668.85,False
95.5,20,1916.2,False
75.35,1,75.35,True
75.45,1,75.45,True
95.4,49,4613.95,False
101.3,72,7261.25,False
53.1,46,2459.8,False
84.85,24,2048.8,False
34.25,5,163.55,False
88.6,33,2888.7,False
60.15,42,2421.6,False
99.95,23,2292.75,False
70.7,8,553.4,False
54.8,66,3465.7,False
49.55,24,1210.4,True
54.8,24,1291.3,False
78.6,69,5356.45,True
100.3,53,5200.8,False
53.6,60,3237.05,False
81.1,7,576.65,True
19.35,20,433.75,False
85.6,23,1868.4,False
80.8,72,5728.55,False
74.95,11,825.7,True
19.6,21,390.4,False
93.55,1,93.55,True
90.7,31,2845.15,False
69.75,57,3894.4,False
20.0,45,886.4,False
95.25,10,1021.55,False
102.1,58,5885.4,True
19.95,14,268.4,False
80.85,27,2204.35,False
90.9,14,1259.0,True
29.2,12,309.1,True
93.3,69,6398.05,False
89.15,25,2257.75,True
108.85,58,6287.25,True
46.35,35,1662.05,False
84.75,16,1350.15,True
78.75,45,3600.65,False
83.55,17,1329.15,False
45.7,1,45.7,True
19.6,22,422.5,False
69.95,1,69.95,True
67.85,67,4627.65,False
105.65,67,6717.9,False
44.6,2,97.1,True
74.95,23,1710.45,True
75.5,9,637.4,False
20.15,5,117.95,False
45.2,54,2460.55,False
95.25,57,5464.65,True
89.85,24,2165.05,True
100.45,49,4941.8,True
47.15,5,223.15,True
80.2,2,181.1,True
87.1,4,341.45,True
79.25,70,5731.85,False
75.9,5,357.75,True
85.7,53,4616.1,False
98.75,47,4533.7,True
20.1,31,589.25,False
61.8,13,750.1,False
49.9,28,1410.25,False
86.45,10,830.85,True
20.4,38,743.5,False
45.3,1,45.3,True
104.1,67,7040.85,True
75.4,52,3865.45,False
108.15,62,6825.65,False
86.25,16,1340.1,False
81.0,5,371.65,True
95.7,12,1184.0,False
116.85,72,8477.7,False
105.75,71,7382.85,False
20.15,24,456.85,False
19.6,15,331.6,False
90.6,67,6056.15,True
60.95,2,134.6,False
25.05,5,125.5,False
88.15,15,1390.6,True
20.2,1,20.2,True
60.3,41,2511.3,False
63.95,43,2737.05,False
74.3,1,74.3,False
70.6,1,70.6,False
90.8,26,2361.8,True
79.35,22,1730.35,True
90.55,71,6404.0,False
19.45,7,165.35,False
64.45,28,1867.6,False
69.65,16,1043.3,False
19.5,7,128.6,False
110.5,69,7455.45,False
24.7,1,24.7,False
77.4,3,206.15,False
96.8,21,2030.3,True
85.4,69,5869.4,False
47.6,71,3377.8,False
19.4,69,1346.2,False
103.85,48,4946.05,False
83.35,47,4065.0,True
49.4,2,106.55,True
108.45,45,4964.7,False
81.0,51,4085.75,False
79.2,22,1742.75,True
86.65,72,6224.8,False
92.95,37,3415.25,False
90.35,71,6325.25,False
48.7,7,340.25,True
25.15,66,1683.6,False
76.4,51,3966.3,False
19.55,30,608.5,False
85.35,34,2896.6,False
24.8,64,1514.85,False
103.15,65,6792.45,False
100.75,47,4669.2,False
95.6,1,95.6,True
59.75,49,2934.3,True
94.1,67,6302.8,False
19.35,39,779.2,False
19.9,14,283.75,False
108.15,43,4600.7,True
101.05,56,5594.0,False
59.1,14,772.85,False
71.35,1,71.35,True
55.85,16,857.8,False
106.05,70,7554.05,False
84.1,72,5981.65,False
75.3,23,1702.9,False
24.7,21,467.15,False
20.15,1,20.15,True
69.75,1,69.75,True
93.2,32,2931.0,True
80.85,17,1400.85,True
33.65,4,137.85,True
55.8,36,1941.5,False
39.7,50,1932.75,False
29.5,48,1423.05,False
20.15,50,970.85,False
79.55,72,5810.9,False
24.8,10,223.9,False
19.65,18,391.7,False
79.95,1,79.95,True
19.3,1,19.3,True
94.05,9,811.65,False
90.75,2,174.75,False
78.85,40,3126.85,False
99.5,69,6841.45,False
99.2,37,3754.6,True
80.55,18,1406.65,False
70.2,11,834.7,False
85.2,8,627.4,True
75.25,3,242.0,True
59.45,55,3157.0,False
93.35,33,3092.0,False
44.95,46,2168.9,False
26.1,34,980.35,False
20.2,3,65.95,False
21.25,30,711.9,False
59.4,33,1952.8,False
95.0,45,4368.85,False
61.9,40,2647.1,False
118.65,71,8477.6,False
54.35,1,54.35,True
64.45,72,4528.0,False
80.15,22,1790.65,False
20.2,46,845.6,False
21.0,55,1210.3,False
20.45,1,20.45,False
75.85,12,854.45,False
80.45,31,2429.1,False
24.95,5,100.4,True
75.5,67,5229.45,False
44.45,1,44.45,False
42.35,40,1716.45,True
74.55,41,3023.55,False
75.3,1,75.3,True
94.8,51,4837.6,True
48.15,42,2032.3,False
19.65,23,436.9,False
70.55,1,70.55,True
20.15,1,20.15,False
106.6,56,5893.95,False
91.0,15,1430.05,False
25.4,12,313.0,False
69.95,54,3871.85,False
66.85,7,458.1,False
86.15,33,2745.7,True
20.15,16,341.35,False
64.85,21,1336.8,False
74.85,30,2181.75,False
50.5,3,147.75,False
72.9,11,818.45,False
115.05,62,7133.45,False
19.0,18,348.8,False
19.55,6,128.6,False
101.1,46,4674.4,False
84.1,21,1737.45,False
24.15,68,1498.85,False
50.1,1,50.1,False
74.6,25,1797.75,False
19.75,24,498.1,False
85.0,30,2624.25,True
80.55,2,184.1,True
106.8,51,5498.8,False
84.5,57,4845.4,False
25.05,15,369.1,False
83.7,72,6096.9,False
75.8,2,160.75,True
96.6,28,2684.35,False
98.5,29,3004.15,True
101.1,70,6994.8,False
20.2,13,273.25,False
94.05,59,5483.9,False
95.25,13,1233.65,True
74.4,7,527.9,True
81.0,62,4985.9,False
60.25,21,1258.35,False
60.85,2,111.4,False
43.95,1,43.95,False
86.05,4,308.1,False
20.25,19,383.65,False
85.15,30,2555.9,True
19.4,67,1284.2,False
102.65,72,7550.3,False
19.9,53,1110.05,False
19.55,5,99.6,False
95.5,71,6707.15,False
84.15,50,4164.4,False
103.2,56,5873.75,False
50.2,2,109.25,False
88.55,2,179.25,True
54.75,24,1338.15,True
19.95,46,862.4,False
116.25,71,8564.75,False
31.2,29,926.2,False
24.45,69,1718.2,False
84.2,71,5956.85,False
91.3,1,91.3,True
85.65,56,4824.45,False
21.2,56,1238.65,False
79.5,1,79.5,True
25.55,28,672.2,False
20.2,19,382.2,False
63.85,66,4264.6,False
61.95,17,1070.7,False
25.75,52,1345.85,False
58.2,19,1045.25,False
85.85,36,3003.55,False
70.1,7,467.55,True
104.9,72,7537.5,False
111.3,67,7482.1,True
99.85,34,3343.15,False
95.25,57,5427.05,True
86.25,7,587.1,True
100.8,1,100.8,True
19.55,8,161.15,False
104.0,69,7028.5,False
104.4,50,5232.9,False
19.5,10,225.85,False
25.25,12,274.7,False
86.3,14,1180.95,True
49.85,70,3370.2,False
108.95,64,7111.3,False
89.9,66,5958.85,False
82.0,71,5999.85,False
89.95,20,1648.45,False
